track_id,zcr,cqt0,cqt1,cqt2,cqt3,cqt4,spec_cent,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,genre
32081,0.057702019811000003,0.52953135967,0.49984103441000005,0.52103948593,0.5336526632299999,0.59622865915,1322.5483398,-168.61132812,150.51086426,-42.042133331,60.44159317,-11.695156097,Rock
138317,0.058061055839,0.53876155615,0.54228079319,0.55130881071,0.5401799082800001,0.60008686781,1220.237793,-110.39247131,157.8056488,-44.51133728,37.518093109,-10.147262572999999,Rock
125817,0.014029621147,0.30753171444,0.28874364495,0.30966418982,0.31782007216999997,0.41386607289000005,412.16348267,-369.39361572,158.99549866,57.744365691999995,24.46197319,20.091812134,Rock
117172,0.029362821952,0.50755161047,0.45204630494,0.47217065096,0.50715214014,0.4718396067600001,693.69915771,-410.30847168,125.68306732,17.940952301,9.591949462899999,15.241721153,Rock
131789,0.05036707595,0.5159404873800001,0.68435138464,0.85243028402,0.60725605488,0.4172000587,1289.8905029,-130.17544556,147.22158813,-11.299978256,38.379188538,-13.709072113,Rock
125825,0.012671892531000001,0.38069745898,0.40796971321000003,0.39054897428,0.34249654412,0.29985406995,301.44039917,-352.41247559,182.71131897,41.255470276,31.472715378,35.745155334,Rock
62586,0.044416565448,0.45305892825000005,0.5338606834399999,0.6109690666200001,0.569624722,0.61105614901,1251.5189209,-97.536743164,142.49023438,-29.775125504000002,56.459693908999995,7.4938502312,Rock
133276,0.046412993222,0.49857363104999997,0.41001799703,0.3746689558,0.49758335948,0.6921631693800001,1071.5562744,-149.42875671,158.8694458,-17.852592468,41.778591156,-13.286477089000002,Rock
122400,0.057415626942999995,0.58105820417,0.5477262735399999,0.5431045889899999,0.6018919348699999,0.6863604784,1163.1947020999999,-166.30375671,172.94654846,-41.460636139,11.397969245999999,0.068196110427,Rock
38901,0.18902511895,0.7097080946,0.7937374711,0.6870219111399999,0.67090904713,0.8046714067499999,2779.4123535,-244.0098114,57.217819213999995,-44.683403015,42.871391296,-20.452575684,Rock
126189,0.057318549603,0.70289343596,0.48086461425,0.33422902226,0.35348936915,0.46994259953,1263.0505371,-123.14056396,150.1403656,-33.469070435,53.416408538999995,2.2603671551,Rock
4784,0.07308876514399999,0.52543449402,0.58758842945,0.61528116465,0.63802498579,0.69304567575,1451.4886475,-134.49819946,134.95483398,-43.084213256999995,34.131912231,5.0143971443,Rock
1301,0.053497429937000004,0.55191576481,0.61503785849,0.6740577817,0.6569837927800001,0.70023173094,1410.4207764,-145.41036987,129.86756897,-25.053344727,47.918949127,14.348153114,Rock
90616,0.032286107540000004,0.34546387196,0.39035761356,0.30341127515,0.5665702223800001,0.80508482456,528.53912354,-279.59347534,215.92373657,23.688484191999997,-18.186132431,0.13774164021,Rock
38914,0.036982424557,0.59471929073,0.6544333100299999,0.74949449301,0.5362752676,0.41400000453,1470.4008789000002,-362.21737671,75.762107849,18.255115509,35.073654175,23.390256882,Rock
1425,0.11629755050000001,0.66966456175,0.64799338579,0.61280483007,0.56916022301,0.57826459408,2218.6286621,-86.267829895,111.53414154,-37.069927215999996,60.943405151,-31.595844269,Rock
108021,0.033449426293000004,0.74535804987,0.5528711080600001,0.52672237158,0.40807133913000004,0.46108350158,498.11669922,-410.75598145,191.85169983,47.97644043,-13.343790054000001,-2.3303587437,Rock
97279,0.034651827067,0.49608615041000004,0.55233687162,0.42008382081999995,0.36321166158,0.4612672627,681.77172852,-349.26223755,148.76399231,10.032245636,17.129119873,8.7749195099,Rock
122654,0.03799097985,0.48264446855,0.4588085711,0.51712590456,0.39485570788,0.32532534003,1182.692749,-121.00450897,143.37052917,-14.63563633,42.31079483,5.2826075554,Rock
152569,0.039076797664000004,0.6502168774600001,0.45510199666,0.37221619486999996,0.28443986176999997,0.31260699034,790.20825195,-300.52706909,161.54296875,-15.911375999,11.829311371,13.030394554,Rock
71372,0.08563340455299999,0.60878556967,0.50501787663,0.44345563649999997,0.4350194335,0.48800572753,1620.9685059,-93.25210571299999,128.05796814,-51.353103638,38.482021331999995,-1.0621235371,Rock
133942,0.018715916201,0.3527328372,0.33102932572,0.44214424491000004,0.5135195851300001,0.43330624700000003,555.15362549,-254.57357788,161.7827301,-9.96916008,21.47379303,17.932870865,Rock
133450,0.0470540151,0.44310522079,0.43184524775,0.51273578405,0.50753718615,0.61274379492,856.31311035,-243.45962524,163.84338379,-13.943339348,53.605396271000004,3.2154846191,Rock
134452,0.05935504287499999,0.43514317274,0.61499488354,0.6895917058,0.54916071892,0.55661982298,1314.3376465,-203.6786499,172.53881836,15.154068947,31.803125380999997,-37.487827300999996,Rock
126718,0.023352580145,0.54273420572,0.40701457858,0.3354306221,0.3688326776,0.34007260203,568.01983643,-316.74472046,151.72868347,26.304409027,23.740844727,17.360059738,Rock
122166,0.023484222590999998,0.62899935246,0.5481355786300001,0.51638525724,0.54014205933,0.59810048342,512.26855469,-218.67074585,210.37664795,-9.4111919403,15.219338417000001,13.497965812999999,Rock
